   0.000    0.000
  29.121   14.930
  50.124   11.354
  41.887    5.233
  38.044   19.729
  25.748    9.240
  40.303   14.427
   2.875    6.852
   7.742    3.184
  58.248    1.143
  24.338   18.161
  69.036   16.157
  47.948    9.277
  20.344   10.909
  58.333    5.379
  85.125    4.664
  95.529    3.694
  83.212    5.996
  91.369    2.047
  99.799   19.129
  87.377    7.489
  53.267   15.734
  11.121    3.527
  33.549   15.086
  35.383    7.753
  46.977   16.161
  24.250    6.960
  11.457    8.226
  44.676   13.822
  72.259   17.416
  66.875    6.236
 100.000   20.000
