   0.000    0.000
   2.875    6.852
  41.887    5.233
  47.948    9.277
  50.124   11.354
  46.977   16.161
  33.549   15.086
  24.250    6.960
  35.383    7.753
  58.333    5.379
  66.875    6.236
  72.259   17.416
  58.248    1.143
  38.044   19.729
  20.344   10.909
   7.742    3.184
  11.121    3.527
  11.457    8.226
  25.748    9.240
  24.338   18.161
  29.121   14.930
  40.303   14.427
  44.676   13.822
  53.267   15.734
  69.036   16.157
  83.212    5.996
  85.125    4.664
  87.377    7.489
  91.369    2.047
  95.529    3.694
  99.799   19.129
 100.000   20.000
