   0.000    0.000
  11.457    8.226
  87.377    7.489
  24.338   18.161
  35.383    7.753
  58.248    1.143
  44.676   13.822
  33.549   15.086
  25.748    9.240
  95.529    3.694
  72.259   17.416
  83.212    5.996
  24.250    6.960
   2.875    6.852
  11.121    3.527
  50.124   11.354
  47.948    9.277
  99.799   19.129
  69.036   16.157
  85.125    4.664
  53.267   15.734
  40.303   14.427
  38.044   19.729
  91.369    2.047
  66.875    6.236
   7.742    3.184
  46.977   16.161
  41.887    5.233
  20.344   10.909
  58.333    5.379
  29.121   14.930
 100.000   20.000
