   0.000    0.000
  38.044   19.729
  95.529    3.694
  11.457    8.226
  35.383    7.753
   7.742    3.184
  69.036   16.157
  50.124   11.354
  11.121    3.527
  41.887    5.233
   2.875    6.852
  53.267   15.734
  83.212    5.996
  87.377    7.489
  91.369    2.047
  24.338   18.161
  29.121   14.930
  72.259   17.416
  33.549   15.086
  25.748    9.240
  47.948    9.277
  99.799   19.129
  44.676   13.822
  58.248    1.143
  58.333    5.379
  66.875    6.236
  85.125    4.664
  20.344   10.909
  46.977   16.161
  40.303   14.427
  24.250    6.960
 100.000   20.000
